 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
Manitoba,Diabetes,'80+',Both sexes,2014,25.94,0.8,25.54,26.35,"15,630","60,250"
Manitoba,Diabetes,'1+',Females,2014,8.06,0.43,7.99,8.13,"54,130","671,460"
Manitoba,Diabetes,'1-19',Females,2014,0.41,3.95,0.38,0.44,640,"156,860"
Manitoba,Diabetes,'20-34',Females,2014,1.72,2.02,1.65,1.79,"2,450","142,790"
Manitoba,Diabetes,'35-49',Females,2014,6.06,1.13,5.92,6.19,"7,790","128,620"
Manitoba,Diabetes,'50-64',Females,2014,13.31,0.76,13.11,13.51,"17,450","131,140"
Manitoba,Diabetes,'65-79',Females,2014,22.71,0.77,22.37,23.06,"16,940","74,580"
Manitoba,Diabetes,'80+',Females,2014,23.67,1.06,23.18,24.16,"8,870","37,480"
Manitoba,Diabetes,'1+',Males,2014,8.81,0.41,8.74,8.88,"58,500","664,160"
Manitoba,Diabetes,'1-19',Males,2014,0.38,3.98,0.35,0.41,630,"165,590"
Manitoba,Diabetes,'20-34',Males,2014,1.43,2.18,1.37,1.5,"2,100","146,460"
Manitoba,Diabetes,'35-49',Males,2014,6.35,1.1,6.22,6.49,"8,240","129,680"
Manitoba,Diabetes,'50-64',Males,2014,16.06,0.69,15.84,16.28,"21,060","131,130"
Manitoba,Diabetes,'65-79',Males,2014,28.78,0.71,28.38,29.18,"19,730","68,560"
Manitoba,Diabetes,'80+',Males,2014,29.66,1.22,28.95,30.37,"6,750","22,760"
Manitoba,Diabetes,'1+',Both sexes,2015,8.7,0.29,8.65,8.75,"117,470","1,350,960"
Manitoba,Diabetes,'1-19',Both sexes,2015,0.41,2.75,0.38,0.43,"1,320","324,960"
Manitoba,Diabetes,'20-34',Both sexes,2015,1.62,1.45,1.57,1.66,"4,750","293,800"
Manitoba,Diabetes,'35-49',Both sexes,2015,6.44,0.77,6.35,6.54,"16,730","259,670"
Manitoba,Diabetes,'50-64',Both sexes,2015,15.12,0.5,14.97,15.27,"39,960","264,300"
Manitoba,Diabetes,'65-79',Both sexes,2015,26.11,0.51,25.85,26.37,"38,620","147,910"
Manitoba,Diabetes,'80+',Both sexes,2015,26.66,0.79,26.25,27.08,"16,080","60,310"
Manitoba,Diabetes,'1+',Females,2015,8.3,0.42,8.23,8.37,"56,330","678,700"
Manitoba,Diabetes,'1-19',Females,2015,0.41,3.92,0.38,0.44,650,"157,920"
Manitoba,Diabetes,'20-34',Females,2015,1.78,1.97,1.71,1.85,"2,580","144,850"
Manitoba,Diabetes,'35-49',Females,2015,6.26,1.11,6.12,6.39,"8,100","129,460"
Manitoba,Diabetes,'50-64',Females,2015,13.69,0.74,13.49,13.89,"18,060","131,960"
Manitoba,Diabetes,'65-79',Females,2015,23.12,0.75,22.78,23.46,"17,830","77,130"
Manitoba,Diabetes,'80+',Females,2015,24.36,1.05,23.87,24.87,"9,110","37,390"
Manitoba,Diabetes,'1+',Males,2015,9.09,0.4,9.02,9.17,"61,140","672,260"
Manitoba,Diabetes,'1-19',Males,2015,0.4,3.89,0.37,0.43,660,"167,040"
Manitoba,Diabetes,'20-34',Males,2015,1.46,2.14,1.4,1.53,"2,180","148,950"
Manitoba,Diabetes,'35-49',Males,2015,6.63,1.08,6.49,6.77,"8,630","130,220"
Manitoba,Diabetes,'50-64',Males,2015,16.55,0.68,16.34,16.78,"21,910","132,350"
Manitoba,Diabetes,'65-79',Males,2015,29.38,0.69,28.98,29.78,"20,800","70,790"
Manitoba,Diabetes,'80+',Males,2015,30.41,1.2,29.7,31.13,"6,970","22,920"
Saskatchewan,Diabetes,'1+',Both sexes,2000,4.12,0.48,4.08,4.16,"42,750","1,038,620"
Saskatchewan,Diabetes,'1-19',Both sexes,2000,0.24,3.78,0.22,0.26,700,"290,270"
Saskatchewan,Diabetes,'20-34',Both sexes,2000,0.89,2.31,0.85,0.93,"1,870","211,120"
Saskatchewan,Diabetes,'35-49',Both sexes,2000,2.68,1.26,2.61,2.75,"6,290","234,740"
Saskatchewan,Diabetes,'50-64',Both sexes,2000,8.2,0.91,8.05,8.35,"12,090","147,440"
Saskatchewan,Diabetes,'65-79',Both sexes,2000,14.1,0.82,13.88,14.33,"15,020","106,490"
Saskatchewan,Diabetes,'80+',Both sexes,2000,13.96,1.21,13.63,14.3,"6,780","48,570"
Saskatchewan,Diabetes,'1+',Females,2000,3.9,0.7,3.84,3.95,"20,350","522,120"
Saskatchewan,Diabetes,'1-19',Females,2000,0.23,5.59,0.2,0.25,320,"141,750"
Saskatchewan,Diabetes,'20-34',Females,2000,1,3.12,0.94,1.06,"1,030","103,430"
Saskatchewan,Diabetes,'35-49',Females,2000,2.63,1.81,2.54,2.73,"3,060","116,270"
Saskatchewan,Diabetes,'50-64',Females,2000,7.16,1.38,6.97,7.36,"5,260","73,440"
Saskatchewan,Diabetes,'65-79',Females,2000,12.19,1.2,11.9,12.48,"6,890","56,520"
Saskatchewan,Diabetes,'80+',Females,2000,12.4,1.62,12.01,12.8,"3,810","30,720"
Saskatchewan,Diabetes,'1+',Males,2000,4.34,0.67,4.28,4.39,"22,400","516,510"
Saskatchewan,Diabetes,'1-19',Males,2000,0.26,5.06,0.24,0.29,390,"148,530"
Saskatchewan,Diabetes,'20-34',Males,2000,0.78,3.45,0.73,0.83,840,"107,700"
Saskatchewan,Diabetes,'35-49',Males,2000,2.73,1.76,2.64,2.83,"3,240","118,480"
Saskatchewan,Diabetes,'50-64',Males,2000,9.24,1.21,9.02,9.46,"6,840","74,010"
Saskatchewan,Diabetes,'65-79',Males,2000,16.29,1.11,15.94,16.65,"8,140","49,970"
Saskatchewan,Diabetes,'80+',Males,2000,16.64,1.83,16.05,17.25,"2,970","17,850"
Saskatchewan,Diabetes,'1+',Both sexes,2001,4.43,0.47,4.39,4.47,"45,950","1,037,910"
Saskatchewan,Diabetes,'1-19',Both sexes,2001,0.25,3.75,0.23,0.27,710,"285,590"
Saskatchewan,Diabetes,'20-34',Both sexes,2001,0.93,2.26,0.89,0.97,"1,960","211,460"
Saskatchewan,Diabetes,'35-49',Both sexes,2001,2.93,1.21,2.86,3,"6,860","233,880"
Saskatchewan,Diabetes,'50-64',Both sexes,2001,8.69,0.87,8.54,8.84,"13,210","151,980"
Saskatchewan,Diabetes,'65-79',Both sexes,2001,15,0.8,14.77,15.24,"15,820","105,450"
Saskatchewan,Diabetes,'80+',Both sexes,2001,14.91,1.16,14.58,15.26,"7,390","49,550"
Saskatchewan,Diabetes,'1+',Females,2001,4.18,0.68,4.13,4.24,"21,810","521,460"
Saskatchewan,Diabetes,'1-19',Females,2001,0.24,5.5,0.21,0.26,330,"139,400"
Saskatchewan,Diabetes,'20-34',Females,2001,1.03,3.06,0.97,1.1,"1,070","103,460"
Saskatchewan,Diabetes,'35-49',Females,2001,2.85,1.74,2.75,2.95,"3,300","115,910"
Saskatchewan,Diabetes,'50-64',Females,2001,7.61,1.32,7.41,7.81,"5,740","75,450"
Saskatchewan,Diabetes,'65-79',Females,2001,12.94,1.18,12.64,13.24,"7,230","55,890"
Saskatchewan,Diabetes,'80+',Females,2001,13.24,1.55,12.84,13.65,"4,150","31,350"
Saskatchewan,Diabetes,'1+',Males,2001,4.67,0.64,4.61,4.73,"24,130","516,440"
Saskatchewan,Diabetes,'1-19',Males,2001,0.27,5.06,0.24,0.29,390,"146,190"
Saskatchewan,Diabetes,'20-34',Males,2001,0.82,3.35,0.77,0.88,890,"108,010"
Saskatchewan,Diabetes,'35-49',Males,2001,3.02,1.68,2.92,3.12,"3,560","117,970"
Saskatchewan,Diabetes,'50-64',Males,2001,9.77,1.16,9.55,10,"7,480","76,530"
Saskatchewan,Diabetes,'65-79',Males,2001,17.33,1.08,16.96,17.7,"8,590","49,570"
Saskatchewan,Diabetes,'80+',Males,2001,17.76,1.76,17.15,18.38,"3,230","18,190"
Saskatchewan,Diabetes,'1+',Both sexes,2002,4.74,0.45,4.7,4.78,"49,250","1,038,510"
Saskatchewan,Diabetes,'1-19',Both sexes,2002,0.26,3.68,0.24,0.28,740,"281,290"
Saskatchewan,Diabetes,'20-34',Both sexes,2002,0.99,2.18,0.95,1.03,"2,100","212,490"
Saskatchewan,Diabetes,'35-49',Both sexes,2002,3.18,1.16,3.1,3.25,"7,380","232,370"
Saskatchewan,Diabetes,'50-64',Both sexes,2002,9.13,0.84,8.98,9.28,"14,340","157,010"
Saskatchewan,Diabetes,'65-79',Both sexes,2002,15.92,0.77,15.68,16.16,"16,710","104,960"
Saskatchewan,Diabetes,'80+',Both sexes,2002,15.82,1.12,15.47,16.17,"7,970","50,390"
Saskatchewan,Diabetes,'1+',Females,2002,4.48,0.65,4.42,4.54,"23,380","521,700"
Saskatchewan,Diabetes,'1-19',Females,2002,0.24,5.5,0.22,0.27,330,"137,280"
Saskatchewan,Diabetes,'20-34',Females,2002,1.11,2.95,1.04,1.17,"1,150","104,020"
Saskatchewan,Diabetes,'35-49',Females,2002,3.1,1.67,3,3.2,"3,570","115,260"
Saskatchewan,Diabetes,'50-64',Females,2002,7.92,1.28,7.73,8.12,"6,150","77,610"
Saskatchewan,Diabetes,'65-79',Females,2002,13.73,1.14,13.43,14.04,"7,630","55,560"
Saskatchewan,Diabetes,'80+',Females,2002,14.21,1.48,13.8,14.62,"4,540","31,960"
Saskatchewan,Diabetes,'1+',Males,2002,5.01,0.62,4.95,5.07,"25,880","516,830"
Saskatchewan,Diabetes,'1-19',Males,2002,0.29,4.88,0.26,0.32,420,"144,010"
Saskatchewan,Diabetes,'20-34',Males,2002,0.88,3.24,0.82,0.93,950,"108,480"
Saskatchewan,Diabetes,'35-49',Males,2002,3.25,1.62,3.15,3.36,"3,810","117,120"
Saskatchewan,Diabetes,'50-64',Males,2002,10.3,1.11,10.08,10.53,"8,180","79,390"
Saskatchewan,Diabetes,'65-79',Males,2002,18.38,1.05,18,18.76,"9,080","49,400"
Saskatchewan,Diabetes,'80+',Males,2002,18.61,1.71,17.99,19.24,"3,430","18,430"
Saskatchewan,Diabetes,'1+',Both sexes,2003,5.05,0.44,5.01,5.09,"51,830","1,026,360"
Saskatchewan,Diabetes,'1-19',Both sexes,2003,0.28,3.63,0.26,0.3,760,"274,150"
Saskatchewan,Diabetes,'20-34',Both sexes,2003,1.05,2.13,1.01,1.1,"2,200","209,360"
Saskatchewan,Diabetes,'35-49',Both sexes,2003,3.4,1.14,3.32,3.48,"7,680","225,980"
Saskatchewan,Diabetes,'50-64',Both sexes,2003,9.46,0.81,9.31,9.61,"15,340","162,140"
Saskatchewan,Diabetes,'65-79',Both sexes,2003,16.74,0.76,16.49,16.99,"17,380","103,840"
Saskatchewan,Diabetes,'80+',Both sexes,2003,16.65,1.09,16.29,17.01,"8,470","50,880"
Saskatchewan,Diabetes,'1+',Females,2003,4.77,0.64,4.71,4.83,"24,650","516,640"
Saskatchewan,Diabetes,'1-19',Females,2003,0.25,5.42,0.23,0.28,340,"133,780"
Saskatchewan,Diabetes,'20-34',Females,2003,1.17,2.87,1.11,1.24,"1,210","103,000"
Saskatchewan,Diabetes,'35-49',Females,2003,3.33,1.64,3.22,3.43,"3,740","112,430"
Saskatchewan,Diabetes,'50-64',Females,2003,8.24,1.23,8.04,8.44,"6,610","80,240"
Saskatchewan,Diabetes,'65-79',Females,2003,14.45,1.12,14.13,14.77,"7,940","54,960"
Saskatchewan,Diabetes,'80+',Females,2003,14.92,1.44,14.5,15.35,"4,810","32,240"
Saskatchewan,Diabetes,'1+',Males,2003,5.33,0.61,5.27,5.4,"27,180","509,730"
Saskatchewan,Diabetes,'1-19',Males,2003,0.3,4.88,0.27,0.33,420,"140,370"
Saskatchewan,Diabetes,'20-34',Males,2003,0.93,3.18,0.87,0.99,990,"106,370"
Saskatchewan,Diabetes,'35-49',Males,2003,3.46,1.6,3.35,3.57,"3,930","113,550"
Saskatchewan,Diabetes,'50-64',Males,2003,10.65,1.07,10.43,10.87,"8,720","81,890"
Saskatchewan,Diabetes,'65-79',Males,2003,19.31,1.03,18.92,19.7,"9,440","48,890"
Saskatchewan,Diabetes,'80+',Males,2003,19.68,1.65,19.05,20.33,"3,670","18,650"
Saskatchewan,Diabetes,'1+',Both sexes,2004,5.31,0.43,5.26,5.35,"54,760","1,031,710"
Saskatchewan,Diabetes,'1-19',Both sexes,2004,0.29,3.56,0.27,0.31,790,"271,330"
Saskatchewan,Diabetes,'20-34',Both sexes,2004,1.07,2.09,1.03,1.11,"2,280","213,060"
Saskatchewan,Diabetes,'35-49',Both sexes,2004,3.59,1.12,3.51,3.67,"8,030","223,480"
Saskatchewan,Diabetes,'50-64',Both sexes,2004,9.82,0.78,9.67,9.97,"16,600","169,100"
Saskatchewan,Diabetes,'65-79',Both sexes,2004,17.59,0.74,17.33,17.84,"18,140","103,150"
Saskatchewan,Diabetes,'80+',Both sexes,2004,17.29,1.06,16.94,17.66,"8,920","51,580"
Saskatchewan,Diabetes,'1+',Females,2004,5.03,0.62,4.97,5.09,"26,070","518,720"
Saskatchewan,Diabetes,'1-19',Females,2004,0.27,5.27,0.24,0.3,360,"132,410"
Saskatchewan,Diabetes,'20-34',Females,2004,1.2,2.83,1.13,1.26,"1,250","104,490"
Saskatchewan,Diabetes,'35-49',Females,2004,3.53,1.6,3.42,3.64,"3,920","111,160"
Saskatchewan,Diabetes,'50-64',Females,2004,8.62,1.18,8.42,8.82,"7,200","83,570"
Saskatchewan,Diabetes,'65-79',Females,2004,15.18,1.1,14.86,15.51,"8,260","54,410"
Saskatchewan,Diabetes,'80+',Females,2004,15.55,1.4,15.13,15.99,"5,080","32,660"
Saskatchewan,Diabetes,'1+',Males,2004,5.59,0.59,5.53,5.66,"28,700","512,990"
Saskatchewan,Diabetes,'1-19',Males,2004,0.31,4.82,0.28,0.34,430,"138,920"
Saskatchewan,Diabetes,'20-34',Males,2004,0.95,3.12,0.89,1.01,"1,030","108,570"
Saskatchewan,Diabetes,'35-49',Males,2004,3.66,1.56,3.55,3.77,"4,110","112,310"
Saskatchewan,Diabetes,'50-64',Males,2004,10.99,1.03,10.77,11.21,"9,400","85,530"
Saskatchewan,Diabetes,'65-79',Males,2004,20.27,1.01,19.88,20.68,"9,880","48,730"
Saskatchewan,Diabetes,'80+',Males,2004,20.31,1.61,19.67,20.96,"3,840","18,910"
Saskatchewan,Diabetes,'1+',Both sexes,2005,5.62,0.41,5.57,5.67,"58,120","1,034,250"
Saskatchewan,Diabetes,'1-19',Both sexes,2005,0.3,3.51,0.28,0.32,810,"267,430"
Saskatchewan,Diabetes,'20-34',Both sexes,2005,1.09,2.07,1.04,1.13,"2,340","215,200"
Saskatchewan,Diabetes,'35-49',Both sexes,2005,3.81,1.09,3.72,3.89,"8,390","220,480"
Saskatchewan,Diabetes,'50-64',Both sexes,2005,10.2,0.75,10.05,10.35,"17,930","175,740"
Saskatchewan,Diabetes,'65-79',Both sexes,2005,18.49,0.72,18.23,18.76,"19,080","103,170"
Saskatchewan,Diabetes,'80+',Both sexes,2005,18.33,1.02,17.96,18.7,"9,570","52,220"
Saskatchewan,Diabetes,'1+',Females,2005,5.35,0.6,5.28,5.41,"27,780","519,600"
Saskatchewan,Diabetes,'1-19',Females,2005,0.28,5.2,0.26,0.31,370,"130,500"
Saskatchewan,Diabetes,'20-34',Females,2005,1.22,2.8,1.15,1.28,"1,280","105,290"
Saskatchewan,Diabetes,'35-49',Females,2005,3.8,1.55,3.69,3.92,"4,170","109,610"
Saskatchewan,Diabetes,'50-64',Females,2005,8.97,1.13,8.78,9.18,"7,790","86,800"
Saskatchewan,Diabetes,'65-79',Females,2005,16.02,1.07,15.68,16.36,"8,700","54,320"
Saskatchewan,Diabetes,'80+',Females,2005,16.54,1.35,16.11,16.98,"5,470","33,070"
Saskatchewan,Diabetes,'1+',Males,2005,5.9,0.57,5.83,5.96,"30,350","514,660"
Saskatchewan,Diabetes,'1-19',Males,2005,0.32,4.77,0.29,0.35,440,"136,940"
Saskatchewan,Diabetes,'20-34',Males,2005,0.97,3.06,0.92,1.03,"1,070","109,920"
Saskatchewan,Diabetes,'35-49',Males,2005,3.81,1.54,3.69,3.92,"4,220","110,870"
Saskatchewan,Diabetes,'50-64',Males,2005,11.41,0.99,11.19,11.64,"10,150","88,950"
Saskatchewan,Diabetes,'65-79',Males,2005,21.25,0.98,20.84,21.66,"10,380","48,850"
Saskatchewan,Diabetes,'80+',Males,2005,21.42,1.56,20.77,22.09,"4,100","19,140"
Saskatchewan,Diabetes,'1+',Both sexes,2006,6.02,0.4,5.97,6.06,"61,650","1,024,670"
Saskatchewan,Diabetes,'1-19',Both sexes,2006,0.32,3.43,0.3,0.35,850,"262,120"
Saskatchewan,Diabetes,'20-34',Both sexes,2006,1.13,2.05,1.08,1.17,"2,390","211,780"
Saskatchewan,Diabetes,'35-49',Both sexes,2006,4.07,1.07,3.99,4.16,"8,740","214,520"
Saskatchewan,Diabetes,'50-64',Both sexes,2006,10.68,0.72,10.53,10.83,"19,300","180,780"
Saskatchewan,Diabetes,'65-79',Both sexes,2006,19.56,0.71,19.29,19.83,"20,110","102,800"
Saskatchewan,Diabetes,'80+',Both sexes,2006,19.46,0.99,19.09,19.85,"10,250","52,660"
Saskatchewan,Diabetes,'1+',Females,2006,5.7,0.58,5.64,5.77,"29,410","515,680"
Saskatchewan,Diabetes,'1-19',Females,2006,0.3,5.06,0.28,0.34,390,"128,040"
Saskatchewan,Diabetes,'20-34',Females,2006,1.24,2.78,1.17,1.31,"1,290","104,040"
Saskatchewan,Diabetes,'35-49',Females,2006,4.08,1.51,3.96,4.21,"4,370","107,020"
Saskatchewan,Diabetes,'50-64',Females,2006,9.39,1.09,9.19,9.59,"8,380","89,280"
Saskatchewan,Diabetes,'65-79',Females,2006,16.92,1.05,16.57,17.27,"9,150","54,090"
Saskatchewan,Diabetes,'80+',Females,2006,17.54,1.31,17.1,18,"5,830","33,230"
Saskatchewan,Diabetes,'1+',Males,2006,6.33,0.56,6.27,6.4,"32,240","509,000"
Saskatchewan,Diabetes,'1-19',Males,2006,0.34,4.66,0.31,0.38,460,"134,090"
Saskatchewan,Diabetes,'20-34',Males,2006,1.03,3,0.97,1.09,"1,110","107,760"
Saskatchewan,Diabetes,'35-49',Males,2006,4.07,1.51,3.95,4.19,"4,370","107,500"
Saskatchewan,Diabetes,'50-64',Males,2006,11.94,0.96,11.72,12.17,"10,930","91,510"
Saskatchewan,Diabetes,'65-79',Males,2006,22.5,0.96,22.08,22.93,"10,960","48,710"
Saskatchewan,Diabetes,'80+',Males,2006,22.74,1.5,22.07,23.42,"4,420","19,440"
Saskatchewan,Diabetes,'1+',Both sexes,2007,6.27,0.39,6.22,6.32,"65,370","1,042,120"
Saskatchewan,Diabetes,'1-19',Both sexes,2007,0.33,3.39,0.31,0.35,870,"263,520"
Saskatchewan,Diabetes,'20-34',Both sexes,2007,1.16,1.98,1.12,1.21,"2,540","218,190"
Saskatchewan,Diabetes,'35-49',Both sexes,2007,4.24,1.05,4.16,4.33,"9,110","214,750"
Saskatchewan,Diabetes,'50-64',Both sexes,2007,10.97,0.69,10.82,11.12,"20,710","188,830"
Saskatchewan,Diabetes,'65-79',Both sexes,2007,20.46,0.69,20.18,20.73,"21,190","103,590"
Saskatchewan,Diabetes,'80+',Both sexes,2007,20.54,0.96,20.16,20.93,"10,930","53,210"
Saskatchewan,Diabetes,'1+',Females,2007,5.95,0.57,5.88,6.01,"31,120","523,340"
Saskatchewan,Diabetes,'1-19',Females,2007,0.31,5,0.28,0.34,400,"128,680"
Saskatchewan,Diabetes,'20-34',Females,2007,1.28,2.7,1.22,1.35,"1,370","106,810"
Saskatchewan,Diabetes,'35-49',Females,2007,4.22,1.49,4.1,4.35,"4,510","106,860"
Saskatchewan,Diabetes,'50-64',Females,2007,9.7,1.05,9.5,9.9,"9,040","93,190"
Saskatchewan,Diabetes,'65-79',Females,2007,17.64,1.02,17.28,17.99,"9,580","54,320"
Saskatchewan,Diabetes,'80+',Females,2007,18.54,1.27,18.08,19.01,"6,210","33,490"
Saskatchewan,Diabetes,'1+',Males,2007,6.6,0.54,6.53,6.67,"34,260","518,800"
Saskatchewan,Diabetes,'1-19',Males,2007,0.35,4.61,0.32,0.38,470,"134,850"
Saskatchewan,Diabetes,'20-34',Males,2007,1.05,2.92,0.99,1.11,"1,170","111,380"
Saskatchewan,Diabetes,'35-49',Males,2007,4.26,1.47,4.14,4.39,"4,600","107,900"
Saskatchewan,Diabetes,'50-64',Males,2007,12.21,0.93,11.99,12.43,"11,680","95,660"
Saskatchewan,Diabetes,'65-79',Males,2007,23.56,0.93,23.13,23.99,"11,610","49,280"
Saskatchewan,Diabetes,'80+',Males,2007,23.94,1.46,23.26,24.63,"4,720","19,720"
Saskatchewan,Diabetes,'1+',Both sexes,2008,6.47,0.38,6.42,6.51,"68,670","1,062,030"
Saskatchewan,Diabetes,'1-19',Both sexes,2008,0.34,3.31,0.32,0.37,910,"265,830"
Saskatchewan,Diabetes,'20-34',Both sexes,2008,1.16,1.95,1.12,1.21,"2,630","226,630"
Saskatchewan,Diabetes,'35-49',Both sexes,2008,4.42,1.03,4.33,4.51,"9,500","215,150"
Saskatchewan,Diabetes,'50-64',Both sexes,2008,11.24,0.67,11.09,11.39,"22,090","196,500"
Saskatchewan,Diabetes,'65-79',Both sexes,2008,21.15,0.67,20.87,21.43,"22,070","104,340"
Saskatchewan,Diabetes,'80+',Both sexes,2008,21.42,0.93,21.03,21.82,"11,480","53,590"
Saskatchewan,Diabetes,'1+',Females,2008,6.13,0.55,6.06,6.19,"32,590","531,870"
Saskatchewan,Diabetes,'1-19',Females,2008,0.34,4.77,0.31,0.37,440,"129,790"
Saskatchewan,Diabetes,'20-34',Females,2008,1.25,2.69,1.18,1.32,"1,380","110,530"
Saskatchewan,Diabetes,'35-49',Females,2008,4.4,1.46,4.27,4.52,"4,680","106,480"
Saskatchewan,Diabetes,'50-64',Females,2008,9.96,1.02,9.77,10.16,"9,670","97,050"
Saskatchewan,Diabetes,'65-79',Females,2008,18.17,1.01,17.81,18.53,"9,890","54,430"
Saskatchewan,Diabetes,'80+',Females,2008,19.39,1.24,18.92,19.87,"6,510","33,570"
Saskatchewan,Diabetes,'1+',Males,2008,6.81,0.53,6.74,6.88,"36,090","530,180"
Saskatchewan,Diabetes,'1-19',Males,2008,0.35,4.61,0.31,0.38,470,"136,040"
Saskatchewan,Diabetes,'20-34',Males,2008,1.07,2.84,1.01,1.13,"1,240","116,090"
Saskatchewan,Diabetes,'35-49',Males,2008,4.44,1.44,4.31,4.56,"4,820","108,670"
Saskatchewan,Diabetes,'50-64',Males,2008,12.48,0.9,12.26,12.7,"12,410","99,450"
Saskatchewan,Diabetes,'65-79',Males,2008,24.38,0.91,23.95,24.82,"12,170","49,910"
Saskatchewan,Diabetes,'80+',Males,2008,24.83,1.42,24.14,25.53,"4,970","20,020"
Saskatchewan,Diabetes,'1+',Both sexes,2009,6.74,0.37,6.69,6.79,"71,920","1,067,720"
Saskatchewan,Diabetes,'1-19',Both sexes,2009,0.35,3.3,0.32,0.37,920,"265,620"
Saskatchewan,Diabetes,'20-34',Both sexes,2009,1.17,1.93,1.13,1.22,"2,690","229,140"
Saskatchewan,Diabetes,'35-49',Both sexes,2009,4.65,1.01,4.56,4.74,"9,860","212,000"
Saskatchewan,Diabetes,'50-64',Both sexes,2009,11.58,0.65,11.44,11.73,"23,430","202,250"
Saskatchewan,Diabetes,'65-79',Both sexes,2009,21.94,0.66,21.66,22.23,"22,980","104,740"
Saskatchewan,Diabetes,'80+',Both sexes,2009,22.33,0.91,21.93,22.73,"12,050","53,970"
Saskatchewan,Diabetes,'1+',Females,2009,6.36,0.54,6.29,6.43,"34,030","534,980"
Saskatchewan,Diabetes,'1-19',Females,2009,0.34,4.77,0.31,0.37,440,"129,790"
Saskatchewan,Diabetes,'20-34',Females,2009,1.25,2.67,1.18,1.32,"1,400","112,070"
Saskatchewan,Diabetes,'35-49',Females,2009,4.59,1.44,4.47,4.73,"4,820","104,910"
Saskatchewan,Diabetes,'50-64',Females,2009,10.27,0.99,10.07,10.47,"10,270","100,000"
Saskatchewan,Diabetes,'65-79',Females,2009,18.95,0.98,18.58,19.32,"10,340","54,570"
Saskatchewan,Diabetes,'80+',Females,2009,20.14,1.21,19.66,20.62,"6,780","33,670"
Saskatchewan,Diabetes,'1+',Males,2009,7.11,0.51,7.04,7.18,"37,890","532,730"
Saskatchewan,Diabetes,'1-19',Males,2009,0.35,4.56,0.32,0.39,480,"135,830"
Saskatchewan,Diabetes,'20-34',Males,2009,1.1,2.78,1.04,1.16,"1,290","117,070"
Saskatchewan,Diabetes,'35-49',Males,2009,4.71,1.41,4.58,4.84,"5,040","107,100"
Saskatchewan,Diabetes,'50-64',Males,2009,12.86,0.87,12.64,13.08,"13,150","102,250"
Saskatchewan,Diabetes,'65-79',Males,2009,25.21,0.89,24.77,25.65,"12,650","50,180"
Saskatchewan,Diabetes,'80+',Males,2009,25.92,1.38,25.23,26.63,"5,260","20,290"
Saskatchewan,Diabetes,'1+',Both sexes,2010,6.9,0.36,6.86,6.95,"75,140","1,088,200"
Saskatchewan,Diabetes,'1-19',Both sexes,2010,0.34,3.31,0.32,0.36,910,"268,590"
Saskatchewan,Diabetes,'20-34',Both sexes,2010,1.19,1.88,1.15,1.24,"2,830","237,070"
Saskatchewan,Diabetes,'35-49',Both sexes,2010,4.77,0.99,4.68,4.87,"10,150","212,650"
Saskatchewan,Diabetes,'50-64',Both sexes,2010,11.82,0.64,11.68,11.97,"24,730","209,160"
Saskatchewan,Diabetes,'65-79',Both sexes,2010,22.57,0.65,22.28,22.86,"23,970","106,210"
Saskatchewan,Diabetes,'80+',Both sexes,2010,23.03,0.89,22.63,23.44,"12,560","54,530"
Saskatchewan,Diabetes,'1+',Females,2010,6.51,0.53,6.44,6.58,"35,440","544,420"
Saskatchewan,Diabetes,'1-19',Females,2010,0.33,4.82,0.3,0.36,430,"131,350"
Saskatchewan,Diabetes,'20-34',Females,2010,1.29,2.59,1.22,1.36,"1,490","115,590"
Saskatchewan,Diabetes,'35-49',Females,2010,4.67,1.43,4.54,4.8,"4,910","105,140"
Saskatchewan,Diabetes,'50-64',Females,2010,10.48,0.96,10.28,10.68,"10,830","103,350"
Saskatchewan,Diabetes,'65-79',Females,2010,19.5,0.96,19.13,19.87,"10,740","55,080"
Saskatchewan,Diabetes,'80+',Females,2010,20.75,1.19,20.27,21.25,"7,040","33,920"
Saskatchewan,Diabetes,'1+',Males,2010,7.3,0.5,7.23,7.37,"39,690","543,770"
Saskatchewan,Diabetes,'1-19',Males,2010,0.35,4.56,0.32,0.38,480,"137,240"
Saskatchewan,Diabetes,'20-34',Males,2010,1.1,2.73,1.04,1.16,"1,340","121,480"
Saskatchewan,Diabetes,'35-49',Males,2010,4.86,1.38,4.73,4.99,"5,220","107,490"
Saskatchewan,Diabetes,'50-64',Males,2010,13.14,0.85,12.92,13.36,"13,900","105,810"
Saskatchewan,Diabetes,'65-79',Males,2010,25.86,0.87,25.42,26.31,"13,220","51,120"
Saskatchewan,Diabetes,'80+',Males,2010,26.78,1.35,26.08,27.5,"5,520","20,610"
Saskatchewan,Diabetes,'1+',Both sexes,2011,7.03,0.36,6.98,7.08,"78,140","1,111,550"
Saskatchewan,Diabetes,'1-19',Both sexes,2011,0.34,3.28,0.32,0.36,930,"272,300"
Saskatchewan,Diabetes,'20-34',Both sexes,2011,1.19,1.85,1.15,1.23,"2,930","246,150"
Saskatchewan,Diabetes,'35-49',Both sexes,2011,4.85,0.98,4.76,4.95,"10,420","214,690"
Saskatchewan,Diabetes,'50-64',Both sexes,2011,11.94,0.63,11.79,12.08,"25,600","214,470"
